text_unit_id,1st_element
論語集註大全-雍也-08-01,"<canon id=""論語-雍也-08-01"">○伯牛有疾，子問之，自牖執其手，曰：「亡之，命矣夫！斯人也而有斯疾也！斯人也而有斯疾也！」</canon>"
論語集註大全-雍也-09-01,"<canon id=""論語-雍也-09-01"">○子曰：「賢哉回也！一簞食，一瓢飮，在陋巷，人不堪其憂，回也不改其樂。賢哉回也！」</canon>"
論語集註大全-雍也-10-01,"<canon id=""論語-雍也-10-01"">○冉求曰：「非不說子之道，力不足也。」子曰：「力不足者，中道而廢，今女畫。」</canon>"
論語集註大全-雍也-11-01,"<canon id=""論語-雍也-11-01"">○子謂子夏曰：「女爲君子儒，無爲小人儒。」</canon>"
論語集註大全-雍也-12-01,"<canon id=""論語-雍也-12-01"">○子游爲武城宰。子曰：「女得人焉爾乎？」曰：「有澹臺滅明者，行不由徑，非公事，未嘗至於偃之室也。」</canon>"
論語集註大全-雍也-13-01,"<canon id=""論語-雍也-13-01"">○子曰：「孟之反不伐，奔而殿，將入門，策其馬，曰：『非敢後也，馬不進也。』」</canon>"
論語集註大全-雍也-14-01,"<canon id=""論語-雍也-14-01"">○子曰：「不有祝鮀之佞，而有宋朝之美，難乎免於今之世矣。」</canon>"
論語集註大全-雍也-15-01,"<canon id=""論語-雍也-15-01"">○子曰：「誰能出不由戶？何莫由斯道也？」</canon>"
論語集註大全-雍也-16-01,"<canon id=""論語-雍也-16-01"">○子曰：「質勝文則野，文勝質則史。文質彬彬，然後君子。」</canon>"
論語集註大全-雍也-17-01,"<canon id=""論語-雍也-17-01"">○子曰：「人之生也直，罔之生也幸而免。」</canon>"
論語集註大全-雍也-18-01,"<canon id=""論語-雍也-18-01"">○子曰：「知之者不如好之者，好之者不如樂之者。」</canon>"
論語集註大全-雍也-19-01,"<canon id=""論語-雍也-19-01"">○子曰：「中人以上，可以語上也；中人以下，不可以語上也。」</canon>"
論語集註大全-雍也-20-01,"<canon id=""論語-雍也-20-01"">○樊遲問知。子曰：「務民之義，敬鬼神而遠之，可謂知矣。」問仁。曰：「仁者先難而後獲，可謂仁矣。」</canon>"
論語集註大全-雍也-21-01,"<canon id=""論語-雍也-21-01"">○子曰：「知者樂水，仁者樂山；知者動，仁者靜；知者樂，仁者壽。」</canon>"
論語集註大全-雍也-22-01,"<canon id=""論語-雍也-22-01"">○子曰：「齊一變，至於魯；魯一變，至於道。」</canon>"
論語集註大全-雍也-23-01,"<canon id=""論語-雍也-23-01"">○子曰：「觚不觚，觚哉！觚哉！」</canon>"
論語集註大全-雍也-24-01,"<canon id=""論語-雍也-24-01"">○宰我問曰：「仁者雖告之曰『井有仁焉』，其從之也？」子曰：「何爲其然也？君子可逝也，不可陷也；可欺也，不可罔也。」</canon>"
論語集註大全-雍也-25-01,"<canon id=""論語-雍也-25-01"">○子曰：「君子博學於文，約之以禮，亦可以弗畔矣夫！」</canon>"
論語集註大全-雍也-26-01,"<canon id=""論語-雍也-26-01"">○子見南子，子路不說。夫子矢之曰：「予所否者，天厭之！天厭之！」</canon>"
論語集註大全-雍也-27-01,"<canon id=""論語-雍也-27-01"">○子曰：「中庸之爲德也，其至矣乎！民鮮久矣。」</canon>"
論語集註大全-雍也-28-01,"<canon id=""論語-雍也-28-01"">○子貢曰：「如有博施於民而能濟衆，何如？可謂仁乎？」子曰：「何事於仁！必也聖乎！堯舜其猶病諸！</canon>"
論語集註大全-雍也-28-02,"<canon id=""論語-雍也-28-02"">夫仁者，己欲立而立人，己欲達而達人。</canon>"
論語集註大全-雍也-28-03,"<canon id=""論語-雍也-28-03"">能近取譬，可謂仁之方也已。」</canon>"
論語集註大全-述而,"<heading id=""論語-述而"">論語集註大全 / 述而</heading>"
論語集註大全-述而-01-01,"<canon id=""論語-述而-01-01"">○子曰：「述而不作，信而好古，竊比於我老彭。」</canon>"
論語集註大全-述而-02-01,"<canon id=""論語-述而-02-01"">○子曰：「黙而識之，學而不厭，誨人不倦，何有於我哉？」</canon>"
論語集註大全-述而-03-01,"<canon id=""論語-述而-03-01"">○子曰：「德之不修，學之不講，聞義不能徙，不善不能改，是吾憂也。」</canon>"
論語集註大全-述而-04-01,"<canon id=""論語-述而-04-01"">○子之燕居，申申如也，夭夭如也。</canon>"
論語集註大全-述而-05-01,"<canon id=""論語-述而-05-01"">○子曰：「甚矣吾衰也！久矣吾不復夢見周公！」</canon>"
論語集註大全-述而-06-01,"<canon id=""論語-述而-06-01"">○子曰：「志於道，</canon>"
論語集註大全-述而-06-02,"<canon id=""論語-述而-06-02"">據於德，</canon>"
論語集註大全-述而-06-03,"<canon id=""論語-述而-06-03"">依於仁，</canon>"
論語集註大全-述而-06-04,"<canon id=""論語-述而-06-04"">游於藝。」</canon>"
論語集註大全-述而-07-01,"<canon id=""論語-述而-07-01"">○子曰：「自行束脩以上，吾未嘗無誨焉。」</canon>"
論語集註大全-述而-08-01,"<canon id=""論語-述而-08-01"">○子曰：「不憤不啓，不悱不發，擧一隅不以三隅反，則不復也。」</canon>"
論語集註大全-述而-09-01,"<canon id=""論語-述而-09-01"">○子食於有喪者之側，未嘗飽也。</canon>"
論語集註大全-述而-09-02,"<canon id=""論語-述而-09-02"">子於是日哭，則不歌。</canon>"
論語集註大全-述而-10-01,"<canon id=""論語-述而-10-01"">○子謂顔淵曰：「用之則行，舍之則藏，惟我與爾有是夫！」</canon>"
論語集註大全-述而-10-02,"<canon id=""論語-述而-10-02"">子路曰：「子行三軍，則誰與？」</canon>"
論語集註大全-述而-10-03,"<canon id=""論語-述而-10-03"">子曰：「暴虎馮河，死而無悔者，吾不與也。必也臨事而懼，好謀而成者也。」</canon>"
論語集註大全-述而-11-01,"<canon id=""論語-述而-11-01"">○子曰：「富而可求也，雖執鞭之士，吾亦爲之。如不可求，從吾所好。」</canon>"
論語集註大全-述而-12-01,"<canon id=""論語-述而-12-01"">○子之所愼：齊、戰、疾。</canon>"
論語集註大全-述而-13-01,"<canon id=""論語-述而-13-01"">○子在齊聞韶，三月不知肉味，曰：「不圖爲樂之至於斯也！」</canon>"
論語集註大全-述而-14-01,"<canon id=""論語-述而-14-01"">○冉有曰：「夫子爲衛君乎？」子貢曰：「諾，吾將問之。」</canon>"
論語集註大全-述而-14-02,"<canon id=""論語-述而-14-02"">入曰：「伯夷、叔齊何人也？」曰：「古之賢人也。」曰：「怨乎？」曰：「求仁而得仁，又何怨？」出曰：「夫子不爲也。」</canon>"
論語集註大全-述而-15-01,"<canon id=""論語-述而-15-01"">○子曰：「飯疏食飮水，曲肱而枕之，樂亦在其中矣。不義而富且貴，於我如浮雲。」</canon>"
論語集註大全-述而-16-01,"<canon id=""論語-述而-16-01"">○子曰：「加我數年，五十以學易，可以無大過矣。」</canon>"
論語集註大全-述而-17-01,"<canon id=""論語-述而-17-01"">○子所雅言，詩、書、執禮，皆雅言也。</canon>"
論語集註大全-述而-18-01,"<canon id=""論語-述而-18-01"">○葉公問孔子於子路，子路不對。</canon>"
論語集註大全-述而-18-02,"<canon id=""論語-述而-18-02"">子曰：「女奚不曰，其爲人也，發憤忘食，樂以忘憂，不知老之將至云爾。」</canon>"
論語集註大全-述而-19-01,"<canon id=""論語-述而-19-01"">○子曰：「我非生而知之者，好古敏以求之者也。」</canon>"
論語集註大全-述而-20-01,"<canon id=""論語-述而-20-01"">○子不語：怪、力、亂、神。</canon>"
論語集註大全-述而-21-01,"<canon id=""論語-述而-21-01"">○子曰：「三人行，必有我師焉。擇其善者而從之，其不善者而改之。」</canon>"
論語集註大全-述而-22-01,"<canon id=""論語-述而-22-01"">○子曰：「天生德於予，桓魋其如予何？」</canon>"
論語集註大全-述而-23-01,"<canon id=""論語-述而-23-01"">○子曰：「二三子以我爲隱乎？吾無隱乎爾。吾無行而不與二三子者，是丘也。」</canon>"
論語集註大全-述而-24-01,"<canon id=""論語-述而-24-01"">○子以四敎：文、行、忠、信。</canon>"
論語集註大全-述而-25-01,"<canon id=""論語-述而-25-01"">○子曰：「聖人吾不得而見之矣，得見君子者斯可矣。」</canon>"
論語集註大全-述而-25-02,"<canon id=""論語-述而-25-02"">子曰：「善人吾不得而見之矣，得見有恒者斯可矣。</canon>"
論語集註大全-述而-25-03,"<canon id=""論語-述而-25-03"">亡而爲有，虛而爲盈，約而爲泰，難乎有恒矣。」</canon>"
論語集註大全-述而-26-01,"<canon id=""論語-述而-26-01"">○子釣而不網，弋不射宿。</canon>"
論語集註大全-述而-27-01,"<canon id=""論語-述而-27-01"">○子曰：「蓋有不知而作之者，我無是也。多聞，擇其善者而從之，多見而識之，知之次也。」</canon>"
論語集註大全-述而-28-01,"<canon id=""論語-述而-28-01"">○互鄕難與言，童子見，門人惑。</canon>"
論語集註大全-述而-28-02,"<canon id=""論語-述而-28-02"">子曰：「與其進也，不與其退也，唯何甚？人潔己以進，與其潔也，不保其往也。」</canon>"
論語集註大全-述而-29-01,"<canon id=""論語-述而-29-01"">○子曰：「仁遠乎哉？我欲仁，斯仁至矣。」</canon>"
論語集註大全-述而-30-01,"<canon id=""論語-述而-30-01"">○陳司敗問：「昭公知禮乎？」孔子曰：「知禮。」</canon>"
論語集註大全-述而-30-02,"<canon id=""論語-述而-30-02"">孔子退，揖巫馬期而進之曰：「吾聞君子不黨，君子亦黨乎？君取於吳爲同姓，謂之吳孟子。君而知禮，孰不知禮？」</canon>"
論語集註大全-述而-30-03,"<canon id=""論語-述而-30-03"">巫馬期以告。子曰：「丘也幸，苟有過，人必知之。」</canon>"
論語集註大全-述而-31-01,"<canon id=""論語-述而-31-01"">○子與人歌而善，必使反之，而後和之。</canon>"
論語集註大全-述而-32-01,"<canon id=""論語-述而-32-01"">○子曰：「文，莫吾猶人也。躬行君子，則吾未之有得。」</canon>"
論語集註大全-述而-33-01,"<canon id=""論語-述而-33-01"">○子曰：「若聖與仁，則吾豈敢？抑爲之不厭，誨人不倦，則可謂云爾已矣。」公西華曰：「正唯弟子不能學也。」</canon>"
論語集註大全-述而-34-01,"<canon id=""論語-述而-34-01"">○子疾病，子路請禱。子曰：「有諸？」子路對曰：「有之。誄曰：『禱爾于上下神祇。』」子曰：「丘之禱久矣。」</canon>"
論語集註大全-述而-35-01,"<canon id=""論語-述而-35-01"">○子曰：「奢則不孫，儉則固。與其不孫也，寧固。」</canon>"
論語集註大全-述而-36-01,"<canon id=""論語-述而-36-01"">○子曰：「君子坦蕩蕩，小人長戚戚。」</canon>"
論語集註大全-述而-37-01,"<canon id=""論語-述而-37-01"">○子溫而厲，威而不猛，恭而安。</canon>"
論語集註大全-泰伯,"<heading id=""論語-泰伯"">論語集註大全 / 泰伯</heading>"
論語集註大全-泰伯-01-01,"<canon id=""論語-泰伯-01-01"">○子曰：「泰伯，其可謂至德也已矣！三以天下讓，民無得而稱焉。」</canon>"
論語集註大全-泰伯-02-01,"<canon id=""論語-泰伯-02-01"">○子曰：「恭而無禮則勞，愼而無禮則葸，勇而無禮則亂，直而無禮則絞。</canon>"
論語集註大全-泰伯-02-02,"<canon id=""論語-泰伯-02-02"">君子篤於親，則民興於仁；故舊不遺，則民不偸。」</canon>"
論語集註大全-泰伯-03-01,"<canon id=""論語-泰伯-03-01"">○曾子有疾，召門弟子曰：「啓予足！啓予手！詩云：『戰戰兢兢，如臨深淵，如履薄氷。』而今而後，吾知免夫！小子！」</canon>"
論語集註大全-泰伯-04-01,"<canon id=""論語-泰伯-04-01"">○曾子有疾，孟敬子問之。</canon>"
論語集註大全-泰伯-04-02,"<canon id=""論語-泰伯-04-02"">曾子言曰：「鳥之將死，其鳴也哀；人之將死，其言也善。</canon>"
論語集註大全-泰伯-04-03,"<canon id=""論語-泰伯-04-03"">君子所貴乎道者三：動容貌，斯遠暴慢矣；正顔色，斯近信矣；出辭氣，斯遠鄙倍矣。籩豆之事，則有司存。」</canon>"
論語集註大全-泰伯-05-01,"<canon id=""論語-泰伯-05-01"">○曾子曰：「以能問於不能，以多問於寡，有若無，實若虛，犯而不校，昔者吾友嘗從事於斯矣。」</canon>"
論語集註大全-泰伯-06-01,"<canon id=""論語-泰伯-06-01"">○曾子曰：「可以託六尺之孤，可以寄百里之命，臨大節而不可奪也，君子人與？君子人也。」</canon>"
論語集註大全-泰伯-07-01,"<canon id=""論語-泰伯-07-01"">○曾子曰：「士不可以不弘毅，任重而道遠。</canon>"
論語集註大全-泰伯-07-02,"<canon id=""論語-泰伯-07-02"">仁以爲己任，不亦重乎？死而後已，不亦遠乎？」</canon>"
論語集註大全-泰伯-08-01,"<canon id=""論語-泰伯-08-01"">○子曰：「興於詩，</canon>"
論語集註大全-泰伯-08-02,"<canon id=""論語-泰伯-08-02"">立於禮，</canon>"
論語集註大全-泰伯-08-03,"<canon id=""論語-泰伯-08-03"">成於樂。」</canon>"
論語集註大全-泰伯-09-01,"<canon id=""論語-泰伯-09-01"">○子曰：「民可使由之，不可使知之。」</canon>"
論語集註大全-泰伯-10-01,"<canon id=""論語-泰伯-10-01"">○子曰：「好勇疾貧，亂也。人而不仁，疾之已甚，亂也。」</canon>"
論語集註大全-泰伯-11-01,"<canon id=""論語-泰伯-11-01"">○子曰：「如有周公之才之美，使驕且吝，其餘不足觀也已。」</canon>"
論語集註大全-泰伯-12-01,"<canon id=""論語-泰伯-12-01"">○子曰：「三年學，不至於穀，不易得也。」</canon>"
論語集註大全-泰伯-13-01,"<canon id=""論語-泰伯-13-01"">○子曰：「篤信好學，守死善道。</canon>"
論語集註大全-泰伯-13-02,"<canon id=""論語-泰伯-13-02"">危邦不入，亂邦不居。天下有道則見，無道則隱。</canon>"
論語集註大全-泰伯-13-03,"<canon id=""論語-泰伯-13-03"">邦有道，貧且賤焉，恥也；邦無道，富且貴焉，恥也。」</canon>"
論語集註大全-泰伯-14-01,"<canon id=""論語-泰伯-14-01"">○子曰：「不在其位，不謀其政。」</canon>"
論語集註大全-泰伯-15-01,"<canon id=""論語-泰伯-15-01"">○子曰：「師摯之始，關雎之亂，洋洋乎盈耳哉！」</canon>"
論語集註大全-泰伯-16-01,"<canon id=""論語-泰伯-16-01"">○子曰：「狂而不直，侗而不愿，悾悾而不信，吾不知之矣。」</canon>"
論語集註大全-泰伯-17-01,"<canon id=""論語-泰伯-17-01"">○子曰：「學如不及，猶恐失之。」</canon>"
論語集註大全-泰伯-18-01,"<canon id=""論語-泰伯-18-01"">○子曰：「巍巍乎！舜禹之有天下也，而不與焉。」</canon>"
論語集註大全-泰伯-19-01,"<canon id=""論語-泰伯-19-01"">○子曰：「大哉堯之爲君也！巍巍乎！唯天爲大，唯堯則之。蕩蕩乎，民無能名焉。</canon>"
論語集註大全-泰伯-19-02,"<canon id=""論語-泰伯-19-02"">巍巍乎其有成功也，煥乎其有文章！」</canon>"
論語集註大全-泰伯-20-01,"<canon id=""論語-泰伯-20-01"">○舜有臣五人而天下治。</canon>"
論語集註大全-泰伯-20-02,"<canon id=""論語-泰伯-20-02"">武王曰：「予有亂臣十人。」</canon>"
論語集註大全-泰伯-20-03,"<canon id=""論語-泰伯-20-03"">孔子曰：「才難，不其然乎？唐虞之際，於斯爲盛。有婦人焉，九人而已。</canon>"
論語集註大全-泰伯-20-04,"<canon id=""論語-泰伯-20-04"">三分天下有其二，以服事殷。周之德，其可謂至德也已矣。」</canon>"
論語集註大全-泰伯-21-01,"<canon id=""論語-泰伯-21-01"">○子曰：「禹，吾無間然矣！菲飮食而致孝乎鬼神，惡衣服而致美乎黻冕，卑宮室而盡力乎溝洫。禹，吾無間然矣！」</canon>"
論語集註大全-子罕,"<heading id=""論語-子罕"">論語集註大全 / 子罕</heading>"
論語集註大全-子罕-01-01,"<canon id=""論語-子罕-01-01"">○子罕言利與命與仁。</canon>"
論語集註大全-子罕-02-01,"<canon id=""論語-子罕-02-01"">○達巷黨人曰：「大哉孔子！博學而無所成名。」</canon>"
論語集註大全-子罕-02-02,"<canon id=""論語-子罕-02-02"">子聞之，謂門弟子曰：「吾何執？執御乎？執射乎？吾執御矣。」</canon>"
論語集註大全-子罕-03-01,"<canon id=""論語-子罕-03-01"">○子曰：「麻冕，禮也；今也純，儉，吾從衆。</canon>"
論語集註大全-子罕-03-02,"<canon id=""論語-子罕-03-02"">拜下，禮也；今拜乎上，泰也。雖違衆，吾從下。」</canon>"
論語集註大全-子罕-04-01,"<canon id=""論語-子罕-04-01"">○子絶四：毋意，毋必，毋固，毋我。</canon>"
論語集註大全-子罕-05-01,"<canon id=""論語-子罕-05-01"">○子畏於匡，</canon>"
論語集註大全-子罕-05-02,"<canon id=""論語-子罕-05-02"">曰：「文王旣沒，文不在玆乎？</canon>"
論語集註大全-子罕-05-03,"<canon id=""論語-子罕-05-03"">天之將喪斯文也，後死者不得與於斯文也；天之未喪斯文也，匡人其如予何？」</canon>"
論語集註大全-子罕-06-01,"<canon id=""論語-子罕-06-01"">○大宰問於子貢曰：「夫子聖者與？何其多能也？」</canon>"
論語集註大全-子罕-06-02,"<canon id=""論語-子罕-06-02"">子貢曰：「固天縱之將聖，又多能也。」</canon>"
論語集註大全-子罕-06-03,"<canon id=""論語-子罕-06-03"">子聞之曰：「大宰知我乎？吾少也賤，故多能鄙事。君子多乎哉？不多也。」</canon>"
論語集註大全-子罕-06-04,"<canon id=""論語-子罕-06-04"">牢曰：「子云：『吾不試，故藝。』」</canon>"
論語集註大全-子罕-07-01,"<canon id=""論語-子罕-07-01"">○子曰：「吾有知乎哉？無知也。有鄙夫問於我，空空如也，我叩其兩端而竭焉。」</canon>"
論語集註大全-子罕-08-01,"<canon id=""論語-子罕-08-01"">○子曰：「鳳鳥不至，河不出圖，吾已矣夫！」</canon>"
論語集註大全-子罕-09-01,"<canon id=""論語-子罕-09-01"">○子見齊衰者、冕衣裳者與瞽者，見之雖少必作，過之必趨。</canon>"
論語集註大全-子罕-10-01,"<canon id=""論語-子罕-10-01"">○顔淵喟然歎曰：「仰之彌高，鑽之彌堅，瞻之在前，忽焉在後。</canon>"
論語集註大全-子罕-10-02,"<canon id=""論語-子罕-10-02"">夫子循循然善誘人，博我以文，約我以禮，</canon>"
論語集註大全-子罕-10-03,"<canon id=""論語-子罕-10-03"">欲罷不能，旣竭吾才，如有所立卓爾。雖欲從之，末由也已。」</canon>"
論語集註大全-子罕-11-01,"<canon id=""論語-子罕-11-01"">○子疾病，子路使門人爲臣。</canon>"
論語集註大全-子罕-11-02,"<canon id=""論語-子罕-11-02"">病間，曰：「久矣哉！由之行詐也！無臣而爲有臣，吾誰欺？欺天乎？</canon>"
論語集註大全-子罕-11-03,"<canon id=""論語-子罕-11-03"">且予與其死於臣之手也，無寧死於二三子之手乎？且予縱不得大葬，予死於道路乎？」</canon>"
論語集註大全-子罕-12-01,"<canon id=""論語-子罕-12-01"">○子貢曰：「有美玉於斯，韞匵而藏諸？求善賈而沽諸？」子曰：「沽之哉！沽之哉！我待賈者也。」</canon>"
論語集註大全-子罕-13-01,"<canon id=""論語-子罕-13-01"">○子欲居九夷。</canon>"
論語集註大全-子罕-13-02,"<canon id=""論語-子罕-13-02"">或曰：「陋，如之何？」子曰：「君子居之，何陋之有？」</canon>"
論語集註大全-子罕-14-01,"<canon id=""論語-子罕-14-01"">○子曰：「吾自衛反魯，然後樂正，雅頌各得其所。」</canon>"
論語集註大全-子罕-15-01,"<canon id=""論語-子罕-15-01"">○子曰：「出則事公卿，入則事父兄，喪事不敢不勉，不爲酒困，何有於我哉？」</canon>"
論語集註大全-子罕-16-01,"<canon id=""論語-子罕-16-01"">○子在川上曰：「逝者如斯夫！不舍晝夜。」</canon>"
論語集註大全-子罕-17-01,"<canon id=""論語-子罕-17-01"">○子曰：「吾未見好德如好色者也。」</canon>"
論語集註大全-子罕-18-01,"<canon id=""論語-子罕-18-01"">○子曰：「譬如爲山，未成一簣，止，吾止也；譬如平地，雖覆一簣，進，吾往也。」</canon>"
論語集註大全-子罕-19-01,"<canon id=""論語-子罕-19-01"">○子曰：「語之而不惰者，其回也與！」</canon>"
論語集註大全-子罕-20-01,"<canon id=""論語-子罕-20-01"">○子謂顔淵曰：「惜乎！吾見其進也，未見其止也。」</canon>"
論語集註大全-子罕-21-01,"<canon id=""論語-子罕-21-01"">○子曰：「苗而不秀者有矣夫！秀而不實者有矣夫！」</canon>"
論語集註大全-子罕-22-01,"<canon id=""論語-子罕-22-01"">○子曰：「後生可畏，焉知來者之不如今也？四十、五十而無聞焉，斯亦不足畏也已。」</canon>"
論語集註大全-子罕-23-01,"<canon id=""論語-子罕-23-01"">○子曰：「法語之言，能無從乎？改之爲貴。巽與之言，能無說乎？繹之爲貴。說而不繹，從而不改，吾末如之何也已矣。」</canon>"
論語集註大全-子罕-24-01,"<canon id=""論語-子罕-24-01"">○子曰：「主忠信，毋友不如己者，過則勿憚改。」</canon>"
論語集註大全-子罕-25-01,"<canon id=""論語-子罕-25-01"">○子曰：「三軍可奪帥也，匹夫不可奪志也。」</canon>"
論語集註大全-子罕-26-01,"<canon id=""論語-子罕-26-01"">○子曰：「衣敝縕袍，與衣狐貉者立，而不恥者，其由也與！</canon>"
論語集註大全-子罕-26-02,"<canon id=""論語-子罕-26-02"">『不忮不求，何用不臧？』」</canon>"
論語集註大全-子罕-26-03,"<canon id=""論語-子罕-26-03"">子路終身誦之。子曰：「是道也，何足以臧？」</canon>"
論語集註大全-子罕-27-01,"<canon id=""論語-子罕-27-01"">○子曰：「歲寒，然後知松栢之後彫也。」</canon>"
論語集註大全-子罕-28-01,"<canon id=""論語-子罕-28-01"">○子曰：「知者不惑，仁者不憂，勇者不懼。」</canon>"
論語集註大全-子罕-29-01,"<canon id=""論語-子罕-29-01"">○子曰：「可與共學，未可與適道；可與適道，未可與立；可與立，未可與權。」</canon>"
論語集註大全-子罕-30-01,"<canon id=""論語-子罕-30-01"">○「唐棣之華，偏其反而。豈不爾思？室是遠而。」</canon>"
論語集註大全-子罕-30-02,"<canon id=""論語-子罕-30-02"">子曰：「未之思也，夫何遠之有？」</canon>"
論語集註大全-鄕黨,"<heading id=""論語-鄕黨"">論語集註大全 / 鄕黨</heading>"
論語集註大全-鄕黨-01-01,"<canon id=""論語-鄕黨-01-01"">○孔子於鄕黨，恂恂如也，似不能言者。</canon>"
論語集註大全-鄕黨-01-02,"<canon id=""論語-鄕黨-01-02"">其在宗廟朝廷，便便言，唯謹爾。</canon>"
論語集註大全-鄕黨-02-01,"<canon id=""論語-鄕黨-02-01"">○朝，與下大夫言，侃侃如也；與上大夫言，誾誾如也。</canon>"
論語集註大全-鄕黨-02-02,"<canon id=""論語-鄕黨-02-02"">君在，踧踖如也，與與如也。</canon>"
論語集註大全-鄕黨-03-01,"<canon id=""論語-鄕黨-03-01"">○君召使擯，色勃如也，足躩如也。</canon>"
論語集註大全-鄕黨-03-02,"<canon id=""論語-鄕黨-03-02"">揖所與立，左右手，衣前後，襜如也。</canon>"
論語集註大全-鄕黨-03-03,"<canon id=""論語-鄕黨-03-03"">趨進，翼如也。</canon>"
論語集註大全-鄕黨-03-04,"<canon id=""論語-鄕黨-03-04"">賓退，必復命曰：「賓不顧矣。」</canon>"
論語集註大全-鄕黨-04-01,"<canon id=""論語-鄕黨-04-01"">○入公門，鞠躬如也，如不容。</canon>"
論語集註大全-鄕黨-04-02,"<canon id=""論語-鄕黨-04-02"">立不中門，行不履閾。</canon>"
論語集註大全-鄕黨-04-03,"<canon id=""論語-鄕黨-04-03"">過位，色勃如也，足躩如也，其言似不足者。</canon>"
論語集註大全-鄕黨-04-04,"<canon id=""論語-鄕黨-04-04"">攝齊升堂，鞠躬如也，屛氣似不息者。</canon>"
論語集註大全-鄕黨-04-05,"<canon id=""論語-鄕黨-04-05"">出，降一等，逞顔色，怡怡如也。沒階，趨進，翼如也。復其位，踧踖如也。</canon>"
論語集註大全-鄕黨-05-01,"<canon id=""論語-鄕黨-05-01"">○執圭，鞠躬如也，如不勝。上如揖，下如授。勃如戰色，足蹜蹜如有循。</canon>"
論語集註大全-鄕黨-05-02,"<canon id=""論語-鄕黨-05-02"">享禮，有容色。</canon>"
論語集註大全-鄕黨-05-03,"<canon id=""論語-鄕黨-05-03"">私覿，愉愉如也。</canon>"
論語集註大全-鄕黨-06-01,"<canon id=""論語-鄕黨-06-01"">○君子不以紺緅飾，</canon>"
論語集註大全-鄕黨-06-02,"<canon id=""論語-鄕黨-06-02"">紅紫不以爲褻服。</canon>"
論語集註大全-鄕黨-06-03,"<canon id=""論語-鄕黨-06-03"">當暑，袗絺綌，必表而出之。</canon>"
論語集註大全-鄕黨-06-04,"<canon id=""論語-鄕黨-06-04"">緇衣羔裘，素衣麑裘，黃衣狐裘。</canon>"
論語集註大全-鄕黨-06-05,"<canon id=""論語-鄕黨-06-05"">褻裘長，短右袂。</canon>"
論語集註大全-鄕黨-06-06,"<canon id=""論語-鄕黨-06-06"">必有寢衣，長一身有半。</canon>"
論語集註大全-鄕黨-06-07,"<canon id=""論語-鄕黨-06-07"">狐貉之厚以居。</canon>"
論語集註大全-鄕黨-06-08,"<canon id=""論語-鄕黨-06-08"">去喪，無所不佩。</canon>"
論語集註大全-鄕黨-06-09,"<canon id=""論語-鄕黨-06-09"">非帷裳，必殺之。</canon>"
論語集註大全-鄕黨-06-10,"<canon id=""論語-鄕黨-06-10"">羔裘玄冠不以吊。</canon>"
論語集註大全-鄕黨-06-11,"<canon id=""論語-鄕黨-06-11"">吉月，必朝服而朝。</canon>"
論語集註大全-鄕黨-07-01,"<canon id=""論語-鄕黨-07-01"">○齊，必有明衣，布。</canon>"
論語集註大全-鄕黨-07-02,"<canon id=""論語-鄕黨-07-02"">齊必變食，居必遷坐。</canon>"
論語集註大全-鄕黨-08-01,"<canon id=""論語-鄕黨-08-01"">○食不厭精，膾不厭細。</canon>"
論語集註大全-鄕黨-08-02,"<canon id=""論語-鄕黨-08-02"">食饐而餲，魚餒而肉敗，不食。色惡，不食。臭惡，不食。失飪，不食。不時，不食。</canon>"
論語集註大全-鄕黨-08-03,"<canon id=""論語-鄕黨-08-03"">割不正，不食。不得其醬，不食。</canon>"
論語集註大全-鄕黨-08-04,"<canon id=""論語-鄕黨-08-04"">肉雖多，不使勝食氣。唯酒無量，不及亂。</canon>"
論語集註大全-鄕黨-08-05,"<canon id=""論語-鄕黨-08-05"">沽酒市脯不食。</canon>"
論語集註大全-鄕黨-08-06,"<canon id=""論語-鄕黨-08-06"">不撤薑食。</canon>"
論語集註大全-鄕黨-08-07,"<canon id=""論語-鄕黨-08-07"">不多食。</canon>"
論語集註大全-鄕黨-08-08,"<canon id=""論語-鄕黨-08-08"">祭於公，不宿肉。祭肉不出三日，出三日，不食之矣。</canon>"
論語集註大全-鄕黨-08-09,"<canon id=""論語-鄕黨-08-09"">食不語，寢不言。</canon>"
論語集註大全-鄕黨-08-10,"<canon id=""論語-鄕黨-08-10"">雖疏食菜羹瓜祭，必齊如也。</canon>"
論語集註大全-鄕黨-09-01,"<canon id=""論語-鄕黨-09-01"">○席不正，不坐。</canon>"
論語集註大全-鄕黨-10-01,"<canon id=""論語-鄕黨-10-01"">○鄕人飮酒，杖者出，斯出矣。</canon>"
論語集註大全-鄕黨-10-02,"<canon id=""論語-鄕黨-10-02"">鄕人儺，朝服而立於阼階。</canon>"
論語集註大全-鄕黨-11-01,"<canon id=""論語-鄕黨-11-01"">○問人於他邦，再拜而送之。</canon>"
論語集註大全-鄕黨-11-02,"<canon id=""論語-鄕黨-11-02"">康子饋藥，拜而受之，曰：「丘未達，不敢嘗。」</canon>"
論語集註大全-鄕黨-12-01,"<canon id=""論語-鄕黨-12-01"">○廐焚。子退朝，曰：「傷人乎？」不問馬。</canon>"
論語集註大全-鄕黨-13-01,"<canon id=""論語-鄕黨-13-01"">○君賜食，必正席先嘗之；君賜腥，必熟而薦之；君賜生，必畜之。</canon>"
